id,tp_mm_day
2019_02_-46.75_-54.75,2.172231
2019_02_-46.75_-54.50,2.214692
2019_02_-46.75_-54.25,2.271019
2019_02_-46.75_-54.00,2.332180
2019_02_-46.75_-53.75,2.411609
2019_02_-46.75_-53.50,2.483107
2019_02_-46.75_-53.25,2.529169
2019_02_-46.75_-53.00,2.572116
2019_02_-46.75_-52.75,2.614471
2019_02_-46.75_-52.50,2.641791
2019_02_-46.75_-52.25,2.672176
2019_02_-46.75_-52.00,2.699489
2019_02_-46.75_-51.75,2.765678
2019_02_-46.75_-51.50,2.825366
2019_02_-46.75_-51.25,2.856143
2019_02_-46.75_-51.00,2.885124
2019_02_-46.75_-50.75,2.910466
2019_02_-46.75_-50.50,2.926930
2019_02_-46.75_-50.25,2.960219
2019_02_-46.75_-50.00,2.999293
2019_02_-46.75_-49.75,3.025362
2019_02_-46.75_-49.50,3.049226
2019_02_-46.75_-49.25,3.077780
2019_02_-46.75_-49.00,3.109122
2019_02_-46.75_-48.75,3.141735
2019_02_-46.75_-48.50,3.175947
2019_02_-46.75_-48.25,3.208345
2019_02_-46.75_-48.00,3.241612
2019_02_-46.75_-47.75,3.235684
2019_02_-46.75_-47.50,3.235991
2019_02_-46.75_-47.25,3.247188
2019_02_-46.75_-47.00,3.231969
2019_02_-46.75_-46.75,3.210489
2019_02_-46.75_-46.50,3.226235
2019_02_-46.75_-46.25,3.224690
2019_02_-46.75_-46.00,3.209329
2019_02_-46.75_-45.75,3.212286
2019_02_-46.75_-45.50,3.214073
2019_02_-46.75_-45.25,3.201298
2019_02_-46.75_-45.00,3.200480
2019_02_-46.75_-44.75,3.207691
2019_02_-46.75_-44.50,3.222210
2019_02_-46.75_-44.25,3.226610
2019_02_-46.75_-44.00,3.231124
2019_02_-46.75_-43.75,3.244237
2019_02_-46.75_-43.50,3.241287
2019_02_-46.75_-43.25,3.215130
2019_02_-46.75_-43.00,3.212846
2019_02_-46.75_-42.75,3.215415
2019_02_-46.75_-42.50,3.199473
2019_02_-46.75_-42.25,3.197468
2019_02_-46.75_-42.00,3.213950
2019_02_-46.75_-41.75,3.198046
2019_02_-46.75_-41.50,3.204121
2019_02_-46.75_-41.25,3.248417
2019_02_-46.75_-41.00,3.255728
2019_02_-46.75_-40.75,3.251148
2019_02_-46.75_-40.50,3.273055
2019_02_-46.75_-40.25,3.277678
2019_02_-46.75_-40.00,3.267845
2019_02_-46.75_-39.75,3.265855
2019_02_-46.75_-39.50,3.271479
2019_02_-46.75_-39.25,3.288782
2019_02_-46.75_-39.00,3.285254
2019_02_-46.75_-38.75,3.283135
2019_02_-46.75_-38.50,3.288333
2019_02_-46.75_-38.25,3.273177
2019_02_-46.75_-38.00,3.247469
2019_02_-46.75_-37.75,3.232318
2019_02_-46.75_-37.50,3.222924
2019_02_-46.75_-37.25,3.217331
2019_02_-46.75_-37.00,3.225186
2019_02_-46.75_-36.75,3.235214
2019_02_-46.75_-36.50,3.217587
2019_02_-46.75_-36.25,3.206466
2019_02_-46.75_-36.00,3.206225
2019_02_-46.75_-35.75,3.206901
2019_02_-46.75_-35.50,3.204163
2019_02_-46.75_-35.25,3.209070
2019_02_-46.75_-35.00,3.201514
2019_02_-46.75_-34.75,3.189379
2019_02_-46.75_-34.50,3.176170
2019_02_-46.75_-34.25,3.156952
2019_02_-46.75_-34.00,3.136077
2019_02_-46.75_-33.75,3.134085
2019_02_-46.75_-33.50,3.129812
2019_02_-46.75_-33.25,3.125124
2019_02_-46.75_-33.00,3.123084
2019_02_-46.75_-32.75,3.119576
2019_02_-46.75_-32.50,3.088417
2019_02_-46.75_-32.25,3.071431
2019_02_-46.75_-32.00,3.058963
2019_02_-46.75_-31.75,3.068341
2019_02_-46.75_-31.50,3.061553
2019_02_-46.75_-31.25,3.040116
2019_02_-46.75_-31.00,3.065047
2019_02_-46.75_-30.75,3.088386
2019_02_-46.75_-30.50,3.102227
2019_02_-46.75_-30.25,3.114675
2019_02_-46.75_-30.00,3.127919
2019_02_-46.75_-29.75,3.118855
2019_02_-46.75_-29.50,3.114140
2019_02_-46.75_-29.25,3.128752
2019_02_-46.75_-29.00,3.134948
2019_02_-46.75_-28.75,3.140043
2019_02_-46.75_-28.50,3.123350
2019_02_-46.75_-28.25,3.114553
2019_02_-46.75_-28.00,3.107163
2019_02_-46.75_-27.75,3.111710
2019_02_-46.75_-27.50,3.117880
2019_02_-46.75_-27.25,3.125114
2019_02_-46.75_-27.00,3.107363
2019_02_-46.75_-26.75,3.098067
2019_02_-46.75_-26.50,3.106050
2019_02_-46.75_-26.25,3.113641
2019_02_-46.75_-26.00,3.113072
2019_02_-46.75_-25.75,3.139705
2019_02_-46.75_-25.50,3.145581
2019_02_-46.75_-25.25,3.116885
2019_02_-46.75_-25.00,3.125276
2019_02_-46.50_-90.00,2.543929
2019_02_-46.50_-89.75,2.530887
2019_02_-46.50_-89.50,2.513839
2019_02_-46.50_-89.25,2.493706
2019_02_-46.50_-89.00,2.499866
2019_02_-46.50_-88.75,2.491928
2019_02_-46.50_-88.50,2.468618
2019_02_-46.50_-88.25,2.437476
2019_02_-46.50_-88.00,2.416481
2019_02_-46.50_-87.75,2.406886
2019_02_-46.50_-87.50,2.392769
2019_02_-46.50_-87.25,2.384243
2019_02_-46.50_-87.00,2.380611
2019_02_-46.50_-86.75,2.376336
2019_02_-46.50_-86.50,2.364560
2019_02_-46.50_-86.25,2.343752
2019_02_-46.50_-86.00,2.320247
2019_02_-46.50_-85.75,2.299585
2019_02_-46.50_-85.50,2.283740
2019_02_-46.50_-85.25,2.272059
2019_02_-46.50_-85.00,2.268006
2019_02_-46.50_-84.75,2.271606
2019_02_-46.50_-84.50,2.265985
2019_02_-46.50_-84.25,2.254079
2019_02_-46.50_-84.00,2.235014
2019_02_-46.50_-83.75,2.220863
2019_02_-46.50_-83.50,2.221248
2019_02_-46.50_-83.25,2.236155
2019_02_-46.50_-83.00,2.224185
2019_02_-46.50_-82.75,2.213409
2019_02_-46.50_-82.50,2.203203
2019_02_-46.50_-82.25,2.193673
2019_02_-46.50_-82.00,2.180444
2019_02_-46.50_-81.75,2.164135
2019_02_-46.50_-81.50,2.183241
2019_02_-46.50_-81.25,2.193099
2019_02_-46.50_-81.00,2.192299
2019_02_-46.50_-80.75,2.207355
2019_02_-46.50_-80.50,2.222300
2019_02_-46.50_-80.25,2.236950
2019_02_-46.50_-80.00,2.257279
2019_02_-46.50_-79.75,2.271917
2019_02_-46.50_-79.50,2.280841
2019_02_-46.50_-79.25,2.338650
2019_02_-46.50_-79.00,2.362200
2019_02_-46.50_-78.75,2.352606
2019_02_-46.50_-78.50,2.421165
2019_02_-46.50_-78.25,2.468544
2019_02_-46.50_-78.00,2.495388
2019_02_-46.50_-77.75,2.507276
2019_02_-46.50_-77.50,2.585076
2019_02_-46.50_-77.25,2.722350
2019_02_-46.50_-77.00,2.877548
2019_02_-46.50_-76.75,3.041643
2019_02_-46.50_-76.50,3.216386
2019_02_-46.50_-76.25,3.414399
2019_02_-46.50_-76.00,4.184059
2019_02_-46.50_-75.75,5.474340
2019_02_-46.50_-75.50,5.143299
2019_02_-46.50_-75.25,4.675966
2019_02_-46.50_-75.00,4.262167
2019_02_-46.50_-74.75,5.743914
2019_02_-46.50_-74.50,6.050668
2019_02_-46.50_-74.25,5.075443
2019_02_-46.50_-74.00,7.596386
2019_02_-46.50_-73.75,9.689837
2019_02_-46.50_-73.50,11.322152
2019_02_-46.50_-73.25,8.489339
2019_02_-46.50_-73.00,5.934549
2019_02_-46.50_-72.75,3.698024
2019_02_-46.50_-72.50,2.891459
2019_02_-46.50_-72.25,2.183646
2019_02_-46.50_-72.00,1.550172
2019_02_-46.50_-71.75,1.267782
2019_02_-46.50_-71.50,0.952966
2019_02_-46.50_-71.25,0.604451
2019_02_-46.50_-71.00,0.563904
2019_02_-46.50_-70.75,0.520617
2019_02_-46.50_-70.50,0.472406
2019_02_-46.50_-70.25,0.446267
2019_02_-46.50_-70.00,0.448753
2019_02_-46.50_-69.75,0.478059
2019_02_-46.50_-69.50,0.482143
2019_02_-46.50_-69.25,0.486234
2019_02_-46.50_-69.00,0.487866
2019_02_-46.50_-68.75,0.513493
2019_02_-46.50_-68.50,0.509512
2019_02_-46.50_-68.25,0.478142
2019_02_-46.50_-68.00,0.535920
2019_02_-46.50_-67.75,0.557797
2019_02_-46.50_-67.50,0.540078
2019_02_-46.50_-67.25,0.522798
2019_02_-46.50_-67.00,0.512916
2019_02_-46.50_-66.75,0.514221
2019_02_-46.50_-66.50,0.535601
2019_02_-46.50_-66.25,0.559161
2019_02_-46.50_-66.00,0.581597
2019_02_-46.50_-65.75,0.559544
2019_02_-46.50_-65.50,0.553246
2019_02_-46.50_-65.25,0.563466
2019_02_-46.50_-65.00,0.588200
2019_02_-46.50_-64.75,0.613475
2019_02_-46.50_-64.50,0.639500
2019_02_-46.50_-64.25,0.681940
2019_02_-46.50_-64.00,0.720815
2019_02_-46.50_-63.75,0.755864
2019_02_-46.50_-63.50,0.805450
2019_02_-46.50_-63.25,0.857092
2019_02_-46.50_-63.00,0.910341
2019_02_-46.50_-62.75,0.953898
2019_02_-46.50_-62.50,0.992166
2019_02_-46.50_-62.25,1.026097
2019_02_-46.50_-62.00,1.053814
2019_02_-46.50_-61.75,1.078531
2019_02_-46.50_-61.50,1.101219
2019_02_-46.50_-61.25,1.104685
2019_02_-46.50_-61.00,1.112005
2019_02_-46.50_-60.75,1.123663
2019_02_-46.50_-60.50,1.147317
2019_02_-46.50_-60.25,1.168518
2019_02_-46.50_-60.00,1.186838
2019_02_-46.50_-59.75,1.212307
2019_02_-46.50_-59.50,1.233448
2019_02_-46.50_-59.25,1.249420
2019_02_-46.50_-59.00,1.271641
2019_02_-46.50_-58.75,1.314561
2019_02_-46.50_-58.50,1.376775
2019_02_-46.50_-58.25,1.425122
2019_02_-46.50_-58.00,1.483737
2019_02_-46.50_-57.75,1.553822
2019_02_-46.50_-57.50,1.629242
2019_02_-46.50_-57.25,1.696198
2019_02_-46.50_-57.00,1.754822
2019_02_-46.50_-56.75,1.811353
2019_02_-46.50_-56.50,1.867038
2019_02_-46.50_-56.25,1.920416
2019_02_-46.50_-56.00,1.967621
2019_02_-46.50_-55.75,2.017110
2019_02_-46.50_-55.50,2.068590
2019_02_-46.50_-55.25,2.101839
2019_02_-46.50_-55.00,2.138311
2019_02_-46.50_-54.75,2.178160
2019_02_-46.50_-54.50,2.227301
2019_02_-46.50_-54.25,2.279012
2019_02_-46.50_-54.00,2.333614
2019_02_-46.50_-53.75,2.408108
2019_02_-46.50_-53.50,2.479605
2019_02_-46.50_-53.25,2.548719
2019_02_-46.50_-53.00,2.591138
2019_02_-46.50_-52.75,2.632788
2019_02_-46.50_-52.50,2.672736
2019_02_-46.50_-52.25,2.713617
2019_02_-46.50_-52.00,2.745854
2019_02_-46.50_-51.75,2.769608
2019_02_-46.50_-51.50,2.830834
2019_02_-46.50_-51.25,2.879505
2019_02_-46.50_-51.00,2.914489
2019_02_-46.50_-50.75,2.939212
2019_02_-46.50_-50.50,2.966586
2019_02_-46.50_-50.25,2.997248
2019_02_-46.50_-50.00,3.011495
2019_02_-46.50_-49.75,3.023265
2019_02_-46.50_-49.50,3.033853
2019_02_-46.50_-49.25,3.060854
2019_02_-46.50_-49.00,3.091082
2019_02_-46.50_-48.75,3.124336
2019_02_-46.50_-48.50,3.143549
2019_02_-46.50_-48.25,3.166654
2019_02_-46.50_-48.00,3.191420
2019_02_-46.50_-47.75,3.194018
2019_02_-46.50_-47.50,3.201540
2019_02_-46.50_-47.25,3.214734
2019_02_-46.50_-47.00,3.214384
2019_02_-46.50_-46.75,3.210297
2019_02_-46.50_-46.50,3.202900
2019_02_-46.50_-46.25,3.203191
2019_02_-46.50_-46.00,3.199047
2019_02_-46.50_-45.75,3.191702
2019_02_-46.50_-45.50,3.203557
2019_02_-46.50_-45.25,3.205527
2019_02_-46.50_-45.00,3.196930
2019_02_-46.50_-44.75,3.211188
2019_02_-46.50_-44.50,3.214943
2019_02_-46.50_-44.25,3.207249
2019_02_-46.50_-44.00,3.211071
2019_02_-46.50_-43.75,3.213234
2019_02_-46.50_-43.50,3.213278
2019_02_-46.50_-43.25,3.204948
2019_02_-46.50_-43.00,3.211334
2019_02_-46.50_-42.75,3.232478
2019_02_-46.50_-42.50,3.204138
2019_02_-46.50_-42.25,3.201489
2019_02_-46.50_-42.00,3.226105
2019_02_-46.50_-41.75,3.211399
2019_02_-46.50_-41.50,3.219471
2019_02_-46.50_-41.25,3.249840
2019_02_-46.50_-41.00,3.261852
2019_02_-46.50_-40.75,3.263941
2019_02_-46.50_-40.50,3.256328
2019_02_-46.50_-40.25,3.261889
2019_02_-46.50_-40.00,3.262291
2019_02_-46.50_-39.75,3.256239
2019_02_-46.50_-39.50,3.263161
2019_02_-46.50_-39.25,3.256050
2019_02_-46.50_-39.00,3.235131
2019_02_-46.50_-38.75,3.224236
2019_02_-46.50_-38.50,3.214768
2019_02_-46.50_-38.25,3.206333
2019_02_-46.50_-38.00,3.195144
2019_02_-46.50_-37.75,3.187792
2019_02_-46.50_-37.50,3.184516
2019_02_-46.50_-37.25,3.160578
2019_02_-46.50_-37.00,3.153170
2019_02_-46.50_-36.75,3.162619
2019_02_-46.50_-36.50,3.143107
2019_02_-46.50_-36.25,3.140382
2019_02_-46.50_-36.00,3.155613
2019_02_-46.50_-35.75,3.168883
2019_02_-46.50_-35.50,3.172698
2019_02_-46.50_-35.25,3.165260
2019_02_-46.50_-35.00,3.163283
2019_02_-46.50_-34.75,3.157819
2019_02_-46.50_-34.50,3.148919
2019_02_-46.50_-34.25,3.129118
2019_02_-46.50_-34.00,3.117700
2019_02_-46.50_-33.75,3.116166
2019_02_-46.50_-33.50,3.108194
2019_02_-46.50_-33.25,3.097372
2019_02_-46.50_-33.00,3.085135
2019_02_-46.50_-32.75,3.078310
2019_02_-46.50_-32.50,3.072828
2019_02_-46.50_-32.25,3.068506
2019_02_-46.50_-32.00,3.069337
2019_02_-46.50_-31.75,3.062526
2019_02_-46.50_-31.50,3.049392
2019_02_-46.50_-31.25,3.070200
2019_02_-46.50_-31.00,3.090003
2019_02_-46.50_-30.75,3.109758
2019_02_-46.50_-30.50,3.127489
2019_02_-46.50_-30.25,3.148892
2019_02_-46.50_-30.00,3.172083
2019_02_-46.50_-29.75,3.168274
2019_02_-46.50_-29.50,3.162991
2019_02_-46.50_-29.25,3.156618
2019_02_-46.50_-29.00,3.153717
2019_02_-46.50_-28.75,3.151688
2019_02_-46.50_-28.50,3.151330
2019_02_-46.50_-28.25,3.151726
2019_02_-46.50_-28.00,3.148116
2019_02_-46.50_-27.75,3.140462
2019_02_-46.50_-27.50,3.144539
2019_02_-46.50_-27.25,3.140301
2019_02_-46.50_-27.00,3.129365
2019_02_-46.50_-26.75,3.153221
2019_02_-46.50_-26.50,3.177700
2019_02_-46.50_-26.25,3.200841
2019_02_-46.50_-26.00,3.196221
2019_02_-46.50_-25.75,3.199476
2019_02_-46.50_-25.50,3.211360
2019_02_-46.50_-25.25,3.199268
2019_02_-46.50_-25.00,3.194335
2019_02_-46.25_-90.00,2.496789
2019_02_-46.25_-89.75,2.483275
2019_02_-46.25_-89.50,2.473055
2019_02_-46.25_-89.25,2.469797
2019_02_-46.25_-89.00,2.460238
2019_02_-46.25_-88.75,2.444311
2019_02_-46.25_-88.50,2.417982
2019_02_-46.25_-88.25,2.422777
2019_02_-46.25_-88.00,2.410756
2019_02_-46.25_-87.75,2.387367
2019_02_-46.25_-87.50,2.366667
2019_02_-46.25_-87.25,2.353978
2019_02_-46.25_-87.00,2.347392
2019_02_-46.25_-86.75,2.320869
2019_02_-46.25_-86.50,2.301430
2019_02_-46.25_-86.25,2.285342
2019_02_-46.25_-86.00,2.295468
2019_02_-46.25_-85.75,2.286960
2019_02_-46.25_-85.50,2.266693
2019_02_-46.25_-85.25,2.239286
2019_02_-46.25_-85.00,2.237792
2019_02_-46.25_-84.75,2.263995
2019_02_-46.25_-84.50,2.226401
2019_02_-46.25_-84.25,2.206253
2019_02_-46.25_-84.00,2.198630
2019_02_-46.25_-83.75,2.220407
2019_02_-46.25_-83.50,2.221586
2019_02_-46.25_-83.25,2.203295
2019_02_-46.25_-83.00,2.180094
2019_02_-46.25_-82.75,2.165368
2019_02_-46.25_-82.50,2.156804
2019_02_-46.25_-82.25,2.142234
2019_02_-46.25_-82.00,2.134649
2019_02_-46.25_-81.75,2.137106
2019_02_-46.25_-81.50,2.142875
2019_02_-46.25_-81.25,2.142925
2019_02_-46.25_-81.00,2.131636
2019_02_-46.25_-80.75,2.151910
2019_02_-46.25_-80.50,2.164924
2019_02_-46.25_-80.25,2.169634
2019_02_-46.25_-80.00,2.204398
2019_02_-46.25_-79.75,2.219794
2019_02_-46.25_-79.50,2.215870
2019_02_-46.25_-79.25,2.270217
2019_02_-46.25_-79.00,2.302894
2019_02_-46.25_-78.75,2.319085
2019_02_-46.25_-78.50,2.342852
2019_02_-46.25_-78.25,2.395703
2019_02_-46.25_-78.00,2.480658
2019_02_-46.25_-77.75,2.474044
2019_02_-46.25_-77.50,2.508664
2019_02_-46.25_-77.25,2.560738
2019_02_-46.25_-77.00,2.608843
2019_02_-46.25_-76.75,2.785868
2019_02_-46.25_-76.50,3.097900
2019_02_-46.25_-76.25,3.186151
2019_02_-46.25_-76.00,3.605860
2019_02_-46.25_-75.75,4.162315
2019_02_-46.25_-75.50,5.598695
2019_02_-46.25_-75.25,6.450729
2019_02_-46.25_-75.00,7.446072
2019_02_-46.25_-74.75,6.392661
2019_02_-46.25_-74.50,5.956458
2019_02_-46.25_-74.25,5.728539
2019_02_-46.25_-74.00,6.058500
2019_02_-46.25_-73.75,7.925159
2019_02_-46.25_-73.50,11.198279
2019_02_-46.25_-73.25,9.607942
2019_02_-46.25_-73.00,7.319804
2019_02_-46.25_-72.75,4.487153
2019_02_-46.25_-72.50,3.369439
2019_02_-46.25_-72.25,2.489252
2019_02_-46.25_-72.00,1.753480
2019_02_-46.25_-71.75,1.276227
2019_02_-46.25_-71.50,0.950830
2019_02_-46.25_-71.25,0.772279
2019_02_-46.25_-71.00,0.755012
2019_02_-46.25_-70.75,0.696291
2019_02_-46.25_-70.50,0.587401
2019_02_-46.25_-70.25,0.556464
2019_02_-46.25_-70.00,0.546066
2019_02_-46.25_-69.75,0.548919
2019_02_-46.25_-69.50,0.507987
2019_02_-46.25_-69.25,0.493158
2019_02_-46.25_-69.00,0.493706
2019_02_-46.25_-68.75,0.577379
2019_02_-46.25_-68.50,0.588988
2019_02_-46.25_-68.25,0.537354
2019_02_-46.25_-68.00,0.493816
2019_02_-46.25_-67.75,0.492017
2019_02_-46.25_-67.50,0.519143
2019_02_-46.25_-67.25,0.510108
2019_02_-46.25_-67.00,0.524414
2019_02_-46.25_-66.75,0.574976
2019_02_-46.25_-66.50,0.550050
2019_02_-46.25_-66.25,0.549537
2019_02_-46.25_-66.00,0.560686
2019_02_-46.25_-65.75,0.569600
2019_02_-46.25_-65.50,0.568883
2019_02_-46.25_-65.25,0.561839
2019_02_-46.25_-65.00,0.585511
2019_02_-46.25_-64.75,0.611820
2019_02_-46.25_-64.50,0.641122
2019_02_-46.25_-64.25,0.676154
2019_02_-46.25_-64.00,0.716181
2019_02_-46.25_-63.75,0.761602
2019_02_-46.25_-63.50,0.818024
2019_02_-46.25_-63.25,0.868690
2019_02_-46.25_-63.00,0.912905
2019_02_-46.25_-62.75,0.953899
2019_02_-46.25_-62.50,0.999149
2019_02_-46.25_-62.25,1.051959
2019_02_-46.25_-62.00,1.084733
2019_02_-46.25_-61.75,1.111292
2019_02_-46.25_-61.50,1.132922
2019_02_-46.25_-61.25,1.139008
2019_02_-46.25_-61.00,1.149601
2019_02_-46.25_-60.75,1.166772
2019_02_-46.25_-60.50,1.181905
2019_02_-46.25_-60.25,1.199243
2019_02_-46.25_-60.00,1.216679
2019_02_-46.25_-59.75,1.243209
2019_02_-46.25_-59.50,1.258356
2019_02_-46.25_-59.25,1.258746
2019_02_-46.25_-59.00,1.275244
2019_02_-46.25_-58.75,1.311974
2019_02_-46.25_-58.50,1.365296
2019_02_-46.25_-58.25,1.430388
2019_02_-46.25_-58.00,1.500464
2019_02_-46.25_-57.75,1.581586
2019_02_-46.25_-57.50,1.660926
2019_02_-46.25_-57.25,1.728920
2019_02_-46.25_-57.00,1.786072
2019_02_-46.25_-56.75,1.830639
2019_02_-46.25_-56.50,1.877127
2019_02_-46.25_-56.25,1.920416
2019_02_-46.25_-56.00,1.965711
2019_02_-46.25_-55.75,2.013474
2019_02_-46.25_-55.50,2.062387
2019_02_-46.25_-55.25,2.101631
2019_02_-46.25_-55.00,2.137969
2019_02_-46.25_-54.75,2.171428
2019_02_-46.25_-54.50,2.215502
2019_02_-46.25_-54.25,2.268024
2019_02_-46.25_-54.00,2.329411
2019_02_-46.25_-53.75,2.409804
2019_02_-46.25_-53.50,2.486931
2019_02_-46.25_-53.25,2.564297
2019_02_-46.25_-53.00,2.624472
2019_02_-46.25_-52.75,2.663034
2019_02_-46.25_-52.50,2.678066
2019_02_-46.25_-52.25,2.728130
2019_02_-46.25_-52.00,2.763851
2019_02_-46.25_-51.75,2.787158
2019_02_-46.25_-51.50,2.825482
2019_02_-46.25_-51.25,2.866950
2019_02_-46.25_-51.00,2.907350
2019_02_-46.25_-50.75,2.932745
2019_02_-46.25_-50.50,2.964232
2019_02_-46.25_-50.25,3.003815
2019_02_-46.25_-50.00,3.013670
2019_02_-46.25_-49.75,3.031980
2019_02_-46.25_-49.50,3.061707
2019_02_-46.25_-49.25,3.070629
2019_02_-46.25_-49.00,3.099504
2019_02_-46.25_-48.75,3.147242
2019_02_-46.25_-48.50,3.132694
2019_02_-46.25_-48.25,3.140741
2019_02_-46.25_-48.00,3.163188
2019_02_-46.25_-47.75,3.189199
2019_02_-46.25_-47.50,3.201998
2019_02_-46.25_-47.25,3.204583
2019_02_-46.25_-47.00,3.236614
2019_02_-46.25_-46.75,3.233956
2019_02_-46.25_-46.50,3.197808
2019_02_-46.25_-46.25,3.203398
2019_02_-46.25_-46.00,3.204517
2019_02_-46.25_-45.75,3.204016
2019_02_-46.25_-45.50,3.208602
2019_02_-46.25_-45.25,3.206979
2019_02_-46.25_-45.00,3.196954
2019_02_-46.25_-44.75,3.189574
2019_02_-46.25_-44.50,3.184586
2019_02_-46.25_-44.25,3.177121
2019_02_-46.25_-44.00,3.174388
2019_02_-46.25_-43.75,3.174644
2019_02_-46.25_-43.50,3.177011
2019_02_-46.25_-43.25,3.185850
2019_02_-46.25_-43.00,3.191507
2019_02_-46.25_-42.75,3.193353
2019_02_-46.25_-42.50,3.215832
2019_02_-46.25_-42.25,3.224532
2019_02_-46.25_-42.00,3.225410
2019_02_-46.25_-41.75,3.219275
2019_02_-46.25_-41.50,3.222952
2019_02_-46.25_-41.25,3.233966
2019_02_-46.25_-41.00,3.247732
2019_02_-46.25_-40.75,3.250261
2019_02_-46.25_-40.50,3.241884
2019_02_-46.25_-40.25,3.228517
2019_02_-46.25_-40.00,3.220608
2019_02_-46.25_-39.75,3.213773
2019_02_-46.25_-39.50,3.205389
2019_02_-46.25_-39.25,3.201781
2019_02_-46.25_-39.00,3.204963
2019_02_-46.25_-38.75,3.185980
2019_02_-46.25_-38.50,3.173441
2019_02_-46.25_-38.25,3.166165
2019_02_-46.25_-38.00,3.153405
2019_02_-46.25_-37.75,3.147146
2019_02_-46.25_-37.50,3.148073
2019_02_-46.25_-37.25,3.133226
2019_02_-46.25_-37.00,3.125767
2019_02_-46.25_-36.75,3.125650
2019_02_-46.25_-36.50,3.134286
2019_02_-46.25_-36.25,3.138415
2019_02_-46.25_-36.00,3.141806
2019_02_-46.25_-35.75,3.125192
2019_02_-46.25_-35.50,3.117186
2019_02_-46.25_-35.25,3.111591
2019_02_-46.25_-35.00,3.102956
2019_02_-46.25_-34.75,3.093330
2019_02_-46.25_-34.50,3.080082
2019_02_-46.25_-34.25,3.093636
2019_02_-46.25_-34.00,3.092062
2019_02_-46.25_-33.75,3.081129
2019_02_-46.25_-33.50,3.096018
2019_02_-46.25_-33.25,3.095829
2019_02_-46.25_-33.00,3.085773
2019_02_-46.25_-32.75,3.079865
2019_02_-46.25_-32.50,3.072651
2019_02_-46.25_-32.25,3.063187
2019_02_-46.25_-32.00,3.036396
2019_02_-46.25_-31.75,3.039185
2019_02_-46.25_-31.50,3.076948
2019_02_-46.25_-31.25,3.100948
2019_02_-46.25_-31.00,3.127811
2019_02_-46.25_-30.75,3.161713
2019_02_-46.25_-30.50,3.177350
2019_02_-46.25_-30.25,3.187465
2019_02_-46.25_-30.00,3.185944
2019_02_-46.25_-29.75,3.191857
2019_02_-46.25_-29.50,3.187256
2019_02_-46.25_-29.25,3.172425
2019_02_-46.25_-29.00,3.192835
2019_02_-46.25_-28.75,3.196503
2019_02_-46.25_-28.50,3.186840
2019_02_-46.25_-28.25,3.180453
2019_02_-46.25_-28.00,3.178460
2019_02_-46.25_-27.75,3.181458
2019_02_-46.25_-27.50,3.189631
2019_02_-46.25_-27.25,3.198755
2019_02_-46.25_-27.00,3.216083
2019_02_-46.25_-26.75,3.216222
2019_02_-46.25_-26.50,3.226711
2019_02_-46.25_-26.25,3.239959
2019_02_-46.25_-26.00,3.264816
2019_02_-46.25_-25.75,3.275658
2019_02_-46.25_-25.50,3.277026
2019_02_-46.25_-25.25,3.279930
2019_02_-46.25_-25.00,3.273976
2019_02_-46.00_-90.00,2.463018
2019_02_-46.00_-89.75,2.462487
2019_02_-46.00_-89.50,2.454834
2019_02_-46.00_-89.25,2.439606
2019_02_-46.00_-89.00,2.435623
2019_02_-46.00_-88.75,2.428897
2019_02_-46.00_-88.50,2.413031
2019_02_-46.00_-88.25,2.395842
2019_02_-46.00_-88.00,2.369562
2019_02_-46.00_-87.75,2.343601
2019_02_-46.00_-87.50,2.348728
2019_02_-46.00_-87.25,2.350832
2019_02_-46.00_-87.00,2.341215
2019_02_-46.00_-86.75,2.309854
2019_02_-46.00_-86.50,2.293312
2019_02_-46.00_-86.25,2.288691
2019_02_-46.00_-86.00,2.254560
2019_02_-46.00_-85.75,2.236304
2019_02_-46.00_-85.50,2.241032
2019_02_-46.00_-85.25,2.230170
2019_02_-46.00_-85.00,2.220851
2019_02_-46.00_-84.75,2.217653
2019_02_-46.00_-84.50,2.197250
2019_02_-46.00_-84.25,2.191649
2019_02_-46.00_-84.00,2.191383
2019_02_-46.00_-83.75,2.179035
2019_02_-46.00_-83.50,2.162957
2019_02_-46.00_-83.25,2.153223
2019_02_-46.00_-83.00,2.164127
2019_02_-46.00_-82.75,2.159440
2019_02_-46.00_-82.50,2.133157
2019_02_-46.00_-82.25,2.124880
2019_02_-46.00_-82.00,2.118741
2019_02_-46.00_-81.75,2.114583
2019_02_-46.00_-81.50,2.096935
2019_02_-46.00_-81.25,2.072533
2019_02_-46.00_-81.00,2.053415
2019_02_-46.00_-80.75,2.107241
2019_02_-46.00_-80.50,2.122270
2019_02_-46.00_-80.25,2.097362
2019_02_-46.00_-80.00,2.137730
2019_02_-46.00_-79.75,2.171335
2019_02_-46.00_-79.50,2.188379
2019_02_-46.00_-79.25,2.200255
2019_02_-46.00_-79.00,2.245695
2019_02_-46.00_-78.75,2.319358
2019_02_-46.00_-78.50,2.304997
2019_02_-46.00_-78.25,2.292017
2019_02_-46.00_-78.00,2.317692
2019_02_-46.00_-77.75,2.333343
2019_02_-46.00_-77.50,2.414435
2019_02_-46.00_-77.25,2.528818
2019_02_-46.00_-77.00,2.558917
2019_02_-46.00_-76.75,2.638100
2019_02_-46.00_-76.50,2.822223
2019_02_-46.00_-76.25,3.085405
2019_02_-46.00_-76.00,3.277525
